命令语法不正确。
INFO - 11/24/25 21:08:51 - 0:00:00 - ============ Initialized logger ============
INFO - 11/24/25 21:08:51 - 0:00:00 - The experiment will be stored in C:\Users\paichichi\Documents\data\mmkg\dump/1124-IJCAI_MEAformer_sf_0_500-1000-IL\MEAformer_FBDB15K_0.2_v1_norm_0.2
                                     
INFO - 11/24/25 21:08:51 - 0:00:00 - Running command: python main.py --gpu 0 --eval_epoch 50 --only_test 0 --model_name MEAformer --data_choice FBDB15K --data_split norm --data_rate '0.2' --epoch 1000 --lr '5e-4' --hidden_units '300,300,300' --save_model 0 --batch_size 3500 --semi_learn_step 5 --csls --csls_k 3 --random_seed 42 --exp_name 'IJCAI_MEAformer_sf_0_500-1000-IL' --exp_id 'v1_norm_0.2' --workers 12 --dist 0 --accumulation_steps 1 --scheduler cos --attr_dim 300 --img_dim 300 --name_dim 300 --char_dim 300 --hidden_size 300 --tau '0.1' --structure_encoder gat --num_attention_heads 1 --num_hidden_layers 1 --use_surface 0 --use_intermediate 1 --il --il_start 500 --enable_sota
C:\Users\paichichi\Documents\GitHub\MEAformer\main.py:44: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  self.scaler = GradScaler()
INFO - 11/24/25 21:08:53 - 0:00:01 - 94.56% entities have images
INFO - 11/24/25 21:08:53 - 0:00:01 - image feature shape:(27793, 4096)
INFO - 11/24/25 21:08:53 - 0:00:01 - #left entity : 14951, #right entity: 12842
INFO - 11/24/25 21:08:53 - 0:00:01 - #left entity not in train set: 12382, #right entity not in train set: 10273
INFO - 11/24/25 21:08:54 - 0:00:03 - relation feature shape:(27793, 1000)
INFO - 11/24/25 21:08:54 - 0:00:03 - attribute feature shape:(27793, 341)
INFO - 11/24/25 21:08:54 - 0:00:03 - -----dataset summary-----
INFO - 11/24/25 21:08:54 - 0:00:03 - dataset:		 C:\Users\paichichi\Documents\data\mmkg\FBDB15K\norm
INFO - 11/24/25 21:08:54 - 0:00:03 - triple num:	 691241
INFO - 11/24/25 21:08:54 - 0:00:03 - entity num:	 27793
INFO - 11/24/25 21:08:54 - 0:00:03 - relation num:	 1624
INFO - 11/24/25 21:08:54 - 0:00:03 - train ill num:	 2569 	 test ill num:	 10277
INFO - 11/24/25 21:08:54 - 0:00:03 - -------------------------
C:\Users\paichichi\Documents\GitHub\MEAformer\src\utils.py:237: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\builder\windows\pytorch\torch\csrc\utils\tensor_new.cpp:653.)
  return torch.sparse.FloatTensor(indices, values, shape)
INFO - 11/24/25 21:08:55 - 0:00:04 - Random init...
INFO - 11/24/25 21:08:55 - 0:00:04 - total params num: 10576806
INFO - 11/24/25 21:08:55 - 0:00:04 - warmup_steps: 75
INFO - 11/24/25 21:08:55 - 0:00:04 - total_steps: 500
INFO - 11/24/25 21:08:55 - 0:00:04 - weight_decay: 0.0005
loading raw data...
27793
getting a sparse tensor r_adj...
  0%|          | 0/1000 [00:00<?, ?it/s]
Train | Ep [235/1000] Step [237/500] LR [0.00034] Loss 24.47915 :  24%|██▎       | 236/1000 [02:50<06:08,  2.07it/s]
Train | Ep [236/1000] Step [238/500] LR [0.00034] Loss 24.49297 :  24%|██▎       | 236/1000 [02:51<06:08,  2.07it/s]
Train | Ep [236/1000] Step [238/500] LR [0.00034] Loss 24.49297 :  24%|██▎       | 237/1000 [02:51<06:08,  2.07it/s]
Train | Ep [237/1000] Step [239/500] LR [0.00034] Loss 24.42231 :  24%|██▎       | 237/1000 [02:51<06:08,  2.07it/s]
Train | Ep [237/1000] Step [239/500] LR [0.00034] Loss 24.42231 :  24%|██▍       | 238/1000 [02:51<06:06,  2.08it/s]
Train | Ep [238/1000] Step [240/500] LR [0.00034] Loss 24.43727 :  24%|██▍       | 238/1000 [02:52<06:06,  2.08it/s]
Train | Ep [238/1000] Step [240/500] LR [0.00034] Loss 24.43727 :  24%|██▍       | 239/1000 [02:52<06:07,  2.07it/s]
Train | Ep [239/1000] Step [241/500] LR [0.00034] Loss 24.36942 :  24%|██▍       | 239/1000 [02:52<06:07,  2.07it/s]
Train | Ep [239/1000] Step [241/500] LR [0.00034] Loss 24.36942 :  24%|██▍       | 240/1000 [02:52<06:07,  2.07it/s]
Train | Ep [240/1000] Step [242/500] LR [0.00033] Loss 24.32675 :  24%|██▍       | 240/1000 [02:53<06:07,  2.07it/s]
Train | Ep [240/1000] Step [242/500] LR [0.00033] Loss 24.32675 :  24%|██▍       | 241/1000 [02:53<06:10,  2.05it/s]
Train | Ep [241/1000] Step [243/500] LR [0.00033] Loss 24.42204 :  24%|██▍       | 241/1000 [02:53<06:10,  2.05it/s]
Train | Ep [241/1000] Step [243/500] LR [0.00033] Loss 24.42204 :  24%|██▍       | 242/1000 [02:53<06:14,  2.02it/s]
Train | Ep [242/1000] Step [244/500] LR [0.00033] Loss 24.28898 :  24%|██▍       | 242/1000 [02:54<06:14,  2.02it/s]
Train | Ep [242/1000] Step [244/500] LR [0.00033] Loss 24.28898 :  24%|██▍       | 243/1000 [02:54<06:16,  2.01it/s]
Train | Ep [243/1000] Step [245/500] LR [0.00033] Loss 24.30551 :  24%|██▍       | 243/1000 [02:54<06:16,  2.01it/s]
Train | Ep [243/1000] Step [245/500] LR [0.00033] Loss 24.30551 :  24%|██▍       | 244/1000 [02:54<06:17,  2.00it/s]
Train | Ep [244/1000] Step [246/500] LR [0.00033] Loss 24.17555 :  24%|██▍       | 244/1000 [02:55<06:17,  2.00it/s]
Train | Ep [244/1000] Step [246/500] LR [0.00033] Loss 24.17555 :  24%|██▍       | 245/1000 [02:55<06:21,  1.98it/s]
Train | Ep [245/1000] Step [247/500] LR [0.00033] Loss 24.28463 :  24%|██▍       | 245/1000 [02:55<06:21,  1.98it/s]
Train | Ep [245/1000] Step [247/500] LR [0.00033] Loss 24.28463 :  25%|██▍       | 246/1000 [02:55<06:19,  1.99it/s]
Train | Ep [246/1000] Step [248/500] LR [0.00032] Loss 24.17539 :  25%|██▍       | 246/1000 [02:56<06:19,  1.99it/s]
Train | Ep [246/1000] Step [248/500] LR [0.00032] Loss 24.17539 :  25%|██▍       | 247/1000 [02:56<06:16,  2.00it/s]
Train | Ep [247/1000] Step [249/500] LR [0.00032] Loss 24.27853 :  25%|██▍       | 247/1000 [02:56<06:16,  2.00it/s]
Train | Ep [247/1000] Step [249/500] LR [0.00032] Loss 24.27853 :  25%|██▍       | 248/1000 [02:56<06:21,  1.97it/s]
Train | Ep [248/1000] Step [250/500] LR [0.00032] Loss 24.17137 :  25%|██▍       | 248/1000 [02:57<06:21,  1.97it/s]
Train | Ep [248/1000] Step [250/500] LR [0.00032] Loss 24.17137 :  25%|██▍       | 249/1000 [02:57<06:17,  1.99it/s]
Train | Ep [249/1000] Step [251/500] LR [0.00032] Loss 24.24616 :  25%|██▍       | 249/1000 [02:57<06:17,  1.99it/s]INFO - 11/24/25 21:11:57 - 0:03:06 - Ep 249 | l2r: acc of top [1, 10, 50] = [0.394  0.6941 0.8324], mr = 107.306, mrr = 0.496, Loss = 24.2462

INFO - 11/24/25 21:11:57 - 0:03:06 - Ep 249 | r2l: acc of top [1, 10, 50] = [0.3865 0.6929 0.8345], mr = 105.962, mrr = 0.492, Loss = 24.2462

INFO - 11/24/25 21:11:57 - 0:03:06 - Best model update in Ep 249: MRR from [0.48379087280867783] --> [0.49591522561427565] ... 


Train | Ep [249/1000] Step [251/500] LR [0.00032] Loss 24.24616 :  25%|██▌       | 250/1000 [03:01<22:50,  1.83s/it]
Train | Ep [250/1000] Step [252/500] LR [0.00032] Loss 24.14432 :  25%|██▌       | 250/1000 [03:02<22:50,  1.83s/it]
Train | Ep [250/1000] Step [252/500] LR [0.00032] Loss 24.14432 :  25%|██▌       | 251/1000 [03:02<17:47,  1.43s/it]
Train | Ep [251/1000] Step [253/500] LR [0.00031] Loss 24.16076 :  25%|██▌       | 251/1000 [03:02<17:47,  1.43s/it]
Train | Ep [251/1000] Step [253/500] LR [0.00031] Loss 24.16076 :  25%|██▌       | 252/1000 [03:02<14:15,  1.14s/it]
Train | Ep [252/1000] Step [254/500] LR [0.00031] Loss 24.08078 :  25%|██▌       | 252/1000 [03:03<14:15,  1.14s/it]
Train | Ep [252/1000] Step [254/500] LR [0.00031] Loss 24.08078 :  25%|██▌       | 253/1000 [03:03<11:47,  1.06it/s]
Train | Ep [253/1000] Step [255/500] LR [0.00031] Loss 24.05440 :  25%|██▌       | 253/1000 [03:03<11:47,  1.06it/s]
Train | Ep [253/1000] Step [255/500] LR [0.00031] Loss 24.05440 :  25%|██▌       | 254/1000 [03:03<10:04,  1.23it/s]
Train | Ep [254/1000] Step [256/500] LR [0.00031] Loss 24.03995 :  25%|██▌       | 254/1000 [03:04<10:04,  1.23it/s]
Train | Ep [254/1000] Step [256/500] LR [0.00031] Loss 24.03995 :  26%|██▌       | 255/1000 [03:04<08:58,  1.38it/s]
Train | Ep [255/1000] Step [257/500] LR [0.00031] Loss 23.98555 :  26%|██▌       | 255/1000 [03:04<08:58,  1.38it/s]
Train | Ep [255/1000] Step [257/500] LR [0.00031] Loss 23.98555 :  26%|██▌       | 256/1000 [03:04<08:05,  1.53it/s]
Train | Ep [256/1000] Step [258/500] LR [0.00031] Loss 24.02379 :  26%|██▌       | 256/1000 [03:05<08:05,  1.53it/s]
Train | Ep [256/1000] Step [258/500] LR [0.00031] Loss 24.02379 :  26%|██▌       | 257/1000 [03:05<07:29,  1.65it/s]
Train | Ep [257/1000] Step [259/500] LR [0.00030] Loss 23.95878 :  26%|██▌       | 257/1000 [03:05<07:29,  1.65it/s]
Train | Ep [257/1000] Step [259/500] LR [0.00030] Loss 23.95878 :  26%|██▌       | 258/1000 [03:05<07:04,  1.75it/s]
Train | Ep [258/1000] Step [260/500] LR [0.00030] Loss 23.98085 :  26%|██▌       | 258/1000 [03:06<07:04,  1.75it/s]
Train | Ep [258/1000] Step [260/500] LR [0.00030] Loss 23.98085 :  26%|██▌       | 259/1000 [03:06<06:46,  1.82it/s]
Train | Ep [259/1000] Step [261/500] LR [0.00030] Loss 23.93457 :  26%|██▌       | 259/1000 [03:06<06:46,  1.82it/s]
Train | Ep [259/1000] Step [261/500] LR [0.00030] Loss 23.93457 :  26%|██▌       | 260/1000 [03:06<06:32,  1.88it/s]
Train | Ep [260/1000] Step [262/500] LR [0.00030] Loss 23.91376 :  26%|██▌       | 260/1000 [03:07<06:32,  1.88it/s]
Train | Ep [260/1000] Step [262/500] LR [0.00030] Loss 23.91376 :  26%|██▌       | 261/1000 [03:07<06:21,  1.93it/s]
Train | Ep [261/1000] Step [263/500] LR [0.00030] Loss 23.83556 :  26%|██▌       | 261/1000 [03:07<06:21,  1.93it/s]
Train | Ep [261/1000] Step [263/500] LR [0.00030] Loss 23.83556 :  26%|██▌       | 262/1000 [03:07<06:13,  1.97it/s]
Train | Ep [262/1000] Step [264/500] LR [0.00030] Loss 23.90399 :  26%|██▌       | 262/1000 [03:08<06:13,  1.97it/s]
Train | Ep [262/1000] Step [264/500] LR [0.00030] Loss 23.90399 :  26%|██▋       | 263/1000 [03:08<06:08,  2.00it/s]
Train | Ep [263/1000] Step [265/500] LR [0.00029] Loss 23.80182 :  26%|██▋       | 263/1000 [03:08<06:08,  2.00it/s]
Train | Ep [263/1000] Step [265/500] LR [0.00029] Loss 23.80182 :  26%|██▋       | 264/1000 [03:08<06:06,  2.01it/s]
Train | Ep [264/1000] Step [266/500] LR [0.00029] Loss 23.82623 :  26%|██▋       | 264/1000 [03:09<06:06,  2.01it/s]
Train | Ep [264/1000] Step [266/500] LR [0.00029] Loss 23.82623 :  26%|██▋       | 265/1000 [03:09<06:04,  2.02it/s]
Train | Ep [265/1000] Step [267/500] LR [0.00029] Loss 23.74624 :  26%|██▋       | 265/1000 [03:09<06:04,  2.02it/s]
Train | Ep [265/1000] Step [267/500] LR [0.00029] Loss 23.74624 :  27%|██▋       | 266/1000 [03:09<06:03,  2.02it/s]
Train | Ep [266/1000] Step [268/500] LR [0.00029] Loss 23.76211 :  27%|██▋       | 266/1000 [03:10<06:03,  2.02it/s]
Train | Ep [266/1000] Step [268/500] LR [0.00029] Loss 23.76211 :  27%|██▋       | 267/1000 [03:10<06:02,  2.02it/s]
Train | Ep [267/1000] Step [269/500] LR [0.00029] Loss 23.75229 :  27%|██▋       | 267/1000 [03:10<06:02,  2.02it/s]
Train | Ep [267/1000] Step [269/500] LR [0.00029] Loss 23.75229 :  27%|██▋       | 268/1000 [03:10<06:00,  2.03it/s]
Train | Ep [268/1000] Step [270/500] LR [0.00028] Loss 23.80307 :  27%|██▋       | 268/1000 [03:11<06:00,  2.03it/s]
Train | Ep [268/1000] Step [270/500] LR [0.00028] Loss 23.80307 :  27%|██▋       | 269/1000 [03:11<05:58,  2.04it/s]
Train | Ep [269/1000] Step [271/500] LR [0.00028] Loss 23.67796 :  27%|██▋       | 269/1000 [03:11<05:58,  2.04it/s]
Train | Ep [269/1000] Step [271/500] LR [0.00028] Loss 23.67796 :  27%|██▋       | 270/1000 [03:11<06:00,  2.02it/s]
Train | Ep [270/1000] Step [272/500] LR [0.00028] Loss 23.73437 :  27%|██▋       | 270/1000 [03:12<06:00,  2.02it/s]
Train | Ep [270/1000] Step [272/500] LR [0.00028] Loss 23.73437 :  27%|██▋       | 271/1000 [03:12<06:03,  2.01it/s]
Train | Ep [271/1000] Step [273/500] LR [0.00028] Loss 23.68771 :  27%|██▋       | 271/1000 [03:12<06:03,  2.01it/s]
Train | Ep [271/1000] Step [273/500] LR [0.00028] Loss 23.68771 :  27%|██▋       | 272/1000 [03:12<06:03,  2.00it/s]
Train | Ep [272/1000] Step [274/500] LR [0.00028] Loss 23.76444 :  27%|██▋       | 272/1000 [03:13<06:03,  2.00it/s]
Train | Ep [272/1000] Step [274/500] LR [0.00028] Loss 23.76444 :  27%|██▋       | 273/1000 [03:13<06:03,  2.00it/s]
Train | Ep [273/1000] Step [275/500] LR [0.00027] Loss 23.61725 :  27%|██▋       | 273/1000 [03:13<06:03,  2.00it/s]
Train | Ep [273/1000] Step [275/500] LR [0.00027] Loss 23.61725 :  27%|██▋       | 274/1000 [03:13<06:05,  1.99it/s]
Train | Ep [274/1000] Step [276/500] LR [0.00027] Loss 23.62911 :  27%|██▋       | 274/1000 [03:14<06:05,  1.99it/s]
Train | Ep [274/1000] Step [276/500] LR [0.00027] Loss 23.62911 :  28%|██▊       | 275/1000 [03:14<06:04,  1.99it/s]
Train | Ep [275/1000] Step [277/500] LR [0.00027] Loss 23.55977 :  28%|██▊       | 275/1000 [03:14<06:04,  1.99it/s]
Train | Ep [275/1000] Step [277/500] LR [0.00027] Loss 23.55977 :  28%|██▊       | 276/1000 [03:14<06:01,  2.00it/s]
Train | Ep [276/1000] Step [278/500] LR [0.00027] Loss 23.61214 :  28%|██▊       | 276/1000 [03:15<06:01,  2.00it/s]
Train | Ep [276/1000] Step [278/500] LR [0.00027] Loss 23.61214 :  28%|██▊       | 277/1000 [03:15<06:00,  2.01it/s]
Train | Ep [277/1000] Step [279/500] LR [0.00027] Loss 23.56362 :  28%|██▊       | 277/1000 [03:15<06:00,  2.01it/s]
Train | Ep [277/1000] Step [279/500] LR [0.00027] Loss 23.56362 :  28%|██▊       | 278/1000 [03:15<05:56,  2.02it/s]
Train | Ep [278/1000] Step [280/500] LR [0.00027] Loss 23.57174 :  28%|██▊       | 278/1000 [03:16<05:56,  2.02it/s]
Train | Ep [278/1000] Step [280/500] LR [0.00027] Loss 23.57174 :  28%|██▊       | 279/1000 [03:16<05:52,  2.04it/s]
Train | Ep [279/1000] Step [281/500] LR [0.00026] Loss 23.50017 :  28%|██▊       | 279/1000 [03:16<05:52,  2.04it/s]
Train | Ep [279/1000] Step [281/500] LR [0.00026] Loss 23.50017 :  28%|██▊       | 280/1000 [03:16<05:51,  2.05it/s]
Train | Ep [280/1000] Step [282/500] LR [0.00026] Loss 23.49001 :  28%|██▊       | 280/1000 [03:17<05:51,  2.05it/s]
Train | Ep [280/1000] Step [282/500] LR [0.00026] Loss 23.49001 :  28%|██▊       | 281/1000 [03:17<05:49,  2.06it/s]
Train | Ep [281/1000] Step [283/500] LR [0.00026] Loss 23.45728 :  28%|██▊       | 281/1000 [03:17<05:49,  2.06it/s]
Train | Ep [281/1000] Step [283/500] LR [0.00026] Loss 23.45728 :  28%|██▊       | 282/1000 [03:17<05:49,  2.05it/s]
Train | Ep [282/1000] Step [284/500] LR [0.00026] Loss 23.46970 :  28%|██▊       | 282/1000 [03:18<05:49,  2.05it/s]
Train | Ep [282/1000] Step [284/500] LR [0.00026] Loss 23.46970 :  28%|██▊       | 283/1000 [03:18<05:50,  2.05it/s]
Train | Ep [283/1000] Step [285/500] LR [0.00026] Loss 23.45380 :  28%|██▊       | 283/1000 [03:18<05:50,  2.05it/s]
Train | Ep [283/1000] Step [285/500] LR [0.00026] Loss 23.45380 :  28%|██▊       | 284/1000 [03:18<05:48,  2.06it/s]
Train | Ep [284/1000] Step [286/500] LR [0.00025] Loss 23.44206 :  28%|██▊       | 284/1000 [03:19<05:48,  2.06it/s]
Train | Ep [284/1000] Step [286/500] LR [0.00025] Loss 23.44206 :  28%|██▊       | 285/1000 [03:19<05:46,  2.06it/s]
Train | Ep [285/1000] Step [287/500] LR [0.00025] Loss 23.42274 :  28%|██▊       | 285/1000 [03:19<05:46,  2.06it/s]
Train | Ep [285/1000] Step [287/500] LR [0.00025] Loss 23.42274 :  29%|██▊       | 286/1000 [03:19<05:45,  2.07it/s]
Train | Ep [286/1000] Step [288/500] LR [0.00025] Loss 23.40629 :  29%|██▊       | 286/1000 [03:20<05:45,  2.07it/s]
Train | Ep [286/1000] Step [288/500] LR [0.00025] Loss 23.40629 :  29%|██▊       | 287/1000 [03:20<05:45,  2.07it/s]
Train | Ep [287/1000] Step [289/500] LR [0.00025] Loss 23.36796 :  29%|██▊       | 287/1000 [03:20<05:45,  2.07it/s]
Train | Ep [287/1000] Step [289/500] LR [0.00025] Loss 23.36796 :  29%|██▉       | 288/1000 [03:20<05:47,  2.05it/s]
Train | Ep [288/1000] Step [290/500] LR [0.00025] Loss 23.40863 :  29%|██▉       | 288/1000 [03:21<05:47,  2.05it/s]
Train | Ep [288/1000] Step [290/500] LR [0.00025] Loss 23.40863 :  29%|██▉       | 289/1000 [03:21<05:46,  2.05it/s]
Train | Ep [289/1000] Step [291/500] LR [0.00025] Loss 23.33385 :  29%|██▉       | 289/1000 [03:21<05:46,  2.05it/s]
Train | Ep [289/1000] Step [291/500] LR [0.00025] Loss 23.33385 :  29%|██▉       | 290/1000 [03:21<05:47,  2.05it/s]
Train | Ep [290/1000] Step [292/500] LR [0.00024] Loss 23.35213 :  29%|██▉       | 290/1000 [03:22<05:47,  2.05it/s]
Train | Ep [290/1000] Step [292/500] LR [0.00024] Loss 23.35213 :  29%|██▉       | 291/1000 [03:22<05:46,  2.05it/s]
Train | Ep [291/1000] Step [293/500] LR [0.00024] Loss 23.33589 :  29%|██▉       | 291/1000 [03:22<05:46,  2.05it/s]
Train | Ep [291/1000] Step [293/500] LR [0.00024] Loss 23.33589 :  29%|██▉       | 292/1000 [03:22<05:48,  2.03it/s]
Train | Ep [292/1000] Step [294/500] LR [0.00024] Loss 23.27073 :  29%|██▉       | 292/1000 [03:23<05:48,  2.03it/s]
Train | Ep [292/1000] Step [294/500] LR [0.00024] Loss 23.27073 :  29%|██▉       | 293/1000 [03:23<05:55,  1.99it/s]
Train | Ep [293/1000] Step [295/500] LR [0.00024] Loss 23.25188 :  29%|██▉       | 293/1000 [03:23<05:55,  1.99it/s]
Train | Ep [293/1000] Step [295/500] LR [0.00024] Loss 23.25188 :  29%|██▉       | 294/1000 [03:23<05:53,  1.99it/s]
Train | Ep [294/1000] Step [296/500] LR [0.00024] Loss 23.21256 :  29%|██▉       | 294/1000 [03:24<05:53,  1.99it/s]
Train | Ep [294/1000] Step [296/500] LR [0.00024] Loss 23.21256 :  30%|██▉       | 295/1000 [03:24<05:53,  1.99it/s]
Train | Ep [295/1000] Step [297/500] LR [0.00023] Loss 23.18238 :  30%|██▉       | 295/1000 [03:24<05:53,  1.99it/s]
Train | Ep [295/1000] Step [297/500] LR [0.00023] Loss 23.18238 :  30%|██▉       | 296/1000 [03:24<05:51,  2.00it/s]
Train | Ep [296/1000] Step [298/500] LR [0.00023] Loss 23.26891 :  30%|██▉       | 296/1000 [03:25<05:51,  2.00it/s]
Train | Ep [296/1000] Step [298/500] LR [0.00023] Loss 23.26891 :  30%|██▉       | 297/1000 [03:25<05:55,  1.98it/s]
Train | Ep [297/1000] Step [299/500] LR [0.00023] Loss 23.19406 :  30%|██▉       | 297/1000 [03:25<05:55,  1.98it/s]
Train | Ep [297/1000] Step [299/500] LR [0.00023] Loss 23.19406 :  30%|██▉       | 298/1000 [03:25<05:59,  1.95it/s]
Train | Ep [298/1000] Step [300/500] LR [0.00023] Loss 23.15156 :  30%|██▉       | 298/1000 [03:26<05:59,  1.95it/s]
Train | Ep [298/1000] Step [300/500] LR [0.00023] Loss 23.15156 :  30%|██▉       | 299/1000 [03:26<05:55,  1.97it/s]
Train | Ep [299/1000] Step [301/500] LR [0.00023] Loss 23.13410 :  30%|██▉       | 299/1000 [03:26<05:55,  1.97it/s]INFO - 11/24/25 21:12:26 - 0:03:35 - Ep 299 | l2r: acc of top [1, 10, 50] = [0.4007 0.7031 0.8369], mr = 107.850, mrr = 0.504, Loss = 23.1341

INFO - 11/24/25 21:12:26 - 0:03:35 - Ep 299 | r2l: acc of top [1, 10, 50] = [0.3994 0.7022 0.8369], mr = 105.211, mrr = 0.503, Loss = 23.1341

INFO - 11/24/25 21:12:26 - 0:03:35 - Best model update in Ep 299: MRR from [0.49591522561427565] --> [0.5037739196979443] ... 


Train | Ep [299/1000] Step [301/500] LR [0.00023] Loss 23.13410 :  30%|███       | 300/1000 [03:30<19:54,  1.71s/it]
Train | Ep [300/1000] Step [302/500] LR [0.00023] Loss 23.10625 :  30%|███       | 300/1000 [03:31<19:54,  1.71s/it]
Train | Ep [300/1000] Step [302/500] LR [0.00023] Loss 23.10625 :  30%|███       | 301/1000 [03:31<15:37,  1.34s/it]
Train | Ep [301/1000] Step [303/500] LR [0.00022] Loss 23.29074 :  30%|███       | 301/1000 [03:31<15:37,  1.34s/it]
Train | Ep [301/1000] Step [303/500] LR [0.00022] Loss 23.29074 :  30%|███       | 302/1000 [03:31<12:38,  1.09s/it]
Train | Ep [302/1000] Step [304/500] LR [0.00022] Loss 23.18365 :  30%|███       | 302/1000 [03:32<12:38,  1.09s/it]
Train | Ep [302/1000] Step [304/500] LR [0.00022] Loss 23.18365 :  30%|███       | 303/1000 [03:32<10:33,  1.10it/s]
Train | Ep [303/1000] Step [305/500] LR [0.00022] Loss 23.28988 :  30%|███       | 303/1000 [03:32<10:33,  1.10it/s]
Train | Ep [303/1000] Step [305/500] LR [0.00022] Loss 23.28988 :  30%|███       | 304/1000 [03:32<09:08,  1.27it/s]
Train | Ep [304/1000] Step [306/500] LR [0.00022] Loss 23.21365 :  30%|███       | 304/1000 [03:33<09:08,  1.27it/s]
Train | Ep [304/1000] Step [306/500] LR [0.00022] Loss 23.21365 :  30%|███       | 305/1000 [03:33<08:15,  1.40it/s]
Train | Ep [305/1000] Step [307/500] LR [0.00022] Loss 23.18620 :  30%|███       | 305/1000 [03:33<08:15,  1.40it/s]
Train | Ep [305/1000] Step [307/500] LR [0.00022] Loss 23.18620 :  31%|███       | 306/1000 [03:33<07:31,  1.54it/s]
Train | Ep [306/1000] Step [308/500] LR [0.00021] Loss 23.13742 :  31%|███       | 306/1000 [03:34<07:31,  1.54it/s]
Train | Ep [306/1000] Step [308/500] LR [0.00021] Loss 23.13742 :  31%|███       | 307/1000 [03:34<06:59,  1.65it/s]
Train | Ep [307/1000] Step [309/500] LR [0.00021] Loss 23.13697 :  31%|███       | 307/1000 [03:34<06:59,  1.65it/s]
Train | Ep [307/1000] Step [309/500] LR [0.00021] Loss 23.13697 :  31%|███       | 308/1000 [03:34<06:37,  1.74it/s]
Train | Ep [308/1000] Step [310/500] LR [0.00021] Loss 23.13710 :  31%|███       | 308/1000 [03:35<06:37,  1.74it/s]
Train | Ep [308/1000] Step [310/500] LR [0.00021] Loss 23.13710 :  31%|███       | 309/1000 [03:35<06:19,  1.82it/s]
Train | Ep [309/1000] Step [311/500] LR [0.00021] Loss 23.09505 :  31%|███       | 309/1000 [03:35<06:19,  1.82it/s]
Train | Ep [309/1000] Step [311/500] LR [0.00021] Loss 23.09505 :  31%|███       | 310/1000 [03:35<06:07,  1.88it/s]
Train | Ep [310/1000] Step [312/500] LR [0.00021] Loss 23.03316 :  31%|███       | 310/1000 [03:36<06:07,  1.88it/s]
Train | Ep [310/1000] Step [312/500] LR [0.00021] Loss 23.03316 :  31%|███       | 311/1000 [03:36<05:58,  1.92it/s]
Train | Ep [311/1000] Step [313/500] LR [0.00020] Loss 23.11361 :  31%|███       | 311/1000 [03:36<05:58,  1.92it/s]
Train | Ep [311/1000] Step [313/500] LR [0.00020] Loss 23.11361 :  31%|███       | 312/1000 [03:36<05:50,  1.96it/s]
Train | Ep [312/1000] Step [314/500] LR [0.00020] Loss 23.04710 :  31%|███       | 312/1000 [03:37<05:50,  1.96it/s]
Train | Ep [312/1000] Step [314/500] LR [0.00020] Loss 23.04710 :  31%|███▏      | 313/1000 [03:37<05:45,  1.99it/s]
Train | Ep [313/1000] Step [315/500] LR [0.00020] Loss 23.05973 :  31%|███▏      | 313/1000 [03:37<05:45,  1.99it/s]
Train | Ep [313/1000] Step [315/500] LR [0.00020] Loss 23.05973 :  31%|███▏      | 314/1000 [03:37<05:41,  2.01it/s]
Train | Ep [314/1000] Step [316/500] LR [0.00020] Loss 22.99169 :  31%|███▏      | 314/1000 [03:38<05:41,  2.01it/s]
Train | Ep [314/1000] Step [316/500] LR [0.00020] Loss 22.99169 :  32%|███▏      | 315/1000 [03:38<05:38,  2.02it/s]
Train | Ep [315/1000] Step [317/500] LR [0.00020] Loss 23.03471 :  32%|███▏      | 315/1000 [03:38<05:38,  2.02it/s]
Train | Ep [315/1000] Step [317/500] LR [0.00020] Loss 23.03471 :  32%|███▏      | 316/1000 [03:38<05:36,  2.03it/s]
Train | Ep [316/1000] Step [318/500] LR [0.00020] Loss 23.04476 :  32%|███▏      | 316/1000 [03:39<05:36,  2.03it/s]
Train | Ep [316/1000] Step [318/500] LR [0.00020] Loss 23.04476 :  32%|███▏      | 317/1000 [03:39<05:34,  2.04it/s]
Train | Ep [317/1000] Step [319/500] LR [0.00019] Loss 22.96979 :  32%|███▏      | 317/1000 [03:39<05:34,  2.04it/s]
Train | Ep [317/1000] Step [319/500] LR [0.00019] Loss 22.96979 :  32%|███▏      | 318/1000 [03:39<05:33,  2.04it/s]
Train | Ep [318/1000] Step [320/500] LR [0.00019] Loss 22.99043 :  32%|███▏      | 318/1000 [03:40<05:33,  2.04it/s]
Train | Ep [318/1000] Step [320/500] LR [0.00019] Loss 22.99043 :  32%|███▏      | 319/1000 [03:40<05:33,  2.04it/s]
Train | Ep [319/1000] Step [321/500] LR [0.00019] Loss 22.95309 :  32%|███▏      | 319/1000 [03:40<05:33,  2.04it/s]
Train | Ep [319/1000] Step [321/500] LR [0.00019] Loss 22.95309 :  32%|███▏      | 320/1000 [03:40<05:32,  2.05it/s]
Train | Ep [320/1000] Step [322/500] LR [0.00019] Loss 22.90336 :  32%|███▏      | 320/1000 [03:41<05:32,  2.05it/s]
