命令语法不正确。
INFO - 11/25/25 01:52:38 - 0:00:00 - ============ Initialized logger ============
INFO - 11/25/25 01:52:38 - 0:00:00 - The experiment will be stored in C:\Users\paichichi\Documents\data\mmkg\dump/1125-IJCAI_MEAformer_sf_0_500-1000-IL\MEAformer_FBYG15K_0.5_v1_norm_0.5
                                     
INFO - 11/25/25 01:52:38 - 0:00:00 - Running command: python main.py --gpu 0 --eval_epoch 50 --only_test 0 --model_name MEAformer --data_choice FBYG15K --data_split norm --data_rate '0.5' --epoch 1000 --lr '5e-4' --hidden_units '300,300,300' --save_model 0 --batch_size 3500 --semi_learn_step 5 --csls --csls_k 3 --random_seed 42 --exp_name 'IJCAI_MEAformer_sf_0_500-1000-IL' --exp_id 'v1_norm_0.5' --workers 12 --dist 0 --accumulation_steps 1 --scheduler cos --attr_dim 300 --img_dim 300 --name_dim 300 --char_dim 300 --hidden_size 300 --tau '0.1' --structure_encoder gat --num_attention_heads 1 --num_hidden_layers 1 --use_surface 0 --use_intermediate 1 --il --il_start 500 --enable_sota
C:\Users\paichichi\Documents\GitHub\MEAformer\main.py:44: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  self.scaler = GradScaler()
INFO - 11/25/25 01:52:39 - 0:00:01 - 81.17% entities have images
INFO - 11/25/25 01:52:39 - 0:00:02 - image feature shape:(30355, 4096)
INFO - 11/25/25 01:52:39 - 0:00:02 - #left entity : 14951, #right entity: 15404
INFO - 11/25/25 01:52:39 - 0:00:02 - #left entity not in train set: 9352, #right entity not in train set: 9805
INFO - 11/25/25 01:52:41 - 0:00:03 - relation feature shape:(30355, 1000)
INFO - 11/25/25 01:52:41 - 0:00:03 - attribute feature shape:(30355, 123)
INFO - 11/25/25 01:52:41 - 0:00:03 - -----dataset summary-----
INFO - 11/25/25 01:52:41 - 0:00:03 - dataset:		 C:\Users\paichichi\Documents\data\mmkg\FBYG15K\norm
INFO - 11/25/25 01:52:41 - 0:00:03 - triple num:	 715099
INFO - 11/25/25 01:52:41 - 0:00:03 - entity num:	 30355
INFO - 11/25/25 01:52:41 - 0:00:03 - relation num:	 1377
INFO - 11/25/25 01:52:41 - 0:00:03 - train ill num:	 5599 	 test ill num:	 5600
INFO - 11/25/25 01:52:41 - 0:00:03 - -------------------------
C:\Users\paichichi\Documents\GitHub\MEAformer\src\utils.py:237: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\builder\windows\pytorch\torch\csrc\utils\tensor_new.cpp:653.)
  return torch.sparse.FloatTensor(indices, values, shape)
INFO - 11/25/25 01:52:42 - 0:00:04 - Random init...
INFO - 11/25/25 01:52:42 - 0:00:04 - total params num: 11280006
INFO - 11/25/25 01:52:42 - 0:00:04 - warmup_steps: 150
INFO - 11/25/25 01:52:42 - 0:00:04 - total_steps: 1000
INFO - 11/25/25 01:52:42 - 0:00:04 - weight_decay: 0.0005
loading raw data...
30355
getting a sparse tensor r_adj...
  0%|          | 0/1000 [00:00<?, ?it/s]
Train | Ep [262/1000] Step [527/1000] LR [0.00030] Loss 59.43668 :  26%|██▋       | 263/1000 [14:25<38:43,  3.15s/it]
Train | Ep [263/1000] Step [529/1000] LR [0.00029] Loss 59.03818 :  26%|██▋       | 263/1000 [14:29<38:43,  3.15s/it]
Train | Ep [263/1000] Step [529/1000] LR [0.00029] Loss 59.03818 :  26%|██▋       | 264/1000 [14:29<38:39,  3.15s/it]
Train | Ep [264/1000] Step [531/1000] LR [0.00029] Loss 59.10315 :  26%|██▋       | 264/1000 [14:32<38:39,  3.15s/it]
Train | Ep [264/1000] Step [531/1000] LR [0.00029] Loss 59.10315 :  26%|██▋       | 265/1000 [14:32<38:33,  3.15s/it]
Train | Ep [265/1000] Step [533/1000] LR [0.00029] Loss 59.66015 :  26%|██▋       | 265/1000 [14:35<38:33,  3.15s/it]
Train | Ep [265/1000] Step [533/1000] LR [0.00029] Loss 59.66015 :  27%|██▋       | 266/1000 [14:35<38:29,  3.15s/it]
Train | Ep [266/1000] Step [535/1000] LR [0.00029] Loss 59.97956 :  27%|██▋       | 266/1000 [14:38<38:29,  3.15s/it]
Train | Ep [266/1000] Step [535/1000] LR [0.00029] Loss 59.97956 :  27%|██▋       | 267/1000 [14:38<38:26,  3.15s/it]
Train | Ep [267/1000] Step [537/1000] LR [0.00029] Loss 59.50617 :  27%|██▋       | 267/1000 [14:41<38:26,  3.15s/it]
Train | Ep [267/1000] Step [537/1000] LR [0.00029] Loss 59.50617 :  27%|██▋       | 268/1000 [14:41<38:23,  3.15s/it]
Train | Ep [268/1000] Step [539/1000] LR [0.00028] Loss 59.38341 :  27%|██▋       | 268/1000 [14:44<38:23,  3.15s/it]
Train | Ep [268/1000] Step [539/1000] LR [0.00028] Loss 59.38341 :  27%|██▋       | 269/1000 [14:44<38:19,  3.15s/it]
Train | Ep [269/1000] Step [541/1000] LR [0.00028] Loss 59.04963 :  27%|██▋       | 269/1000 [14:47<38:19,  3.15s/it]
Train | Ep [269/1000] Step [541/1000] LR [0.00028] Loss 59.04963 :  27%|██▋       | 270/1000 [14:47<38:14,  3.14s/it]
Train | Ep [270/1000] Step [543/1000] LR [0.00028] Loss 61.06046 :  27%|██▋       | 270/1000 [14:51<38:14,  3.14s/it]
Train | Ep [270/1000] Step [543/1000] LR [0.00028] Loss 61.06046 :  27%|██▋       | 271/1000 [14:51<38:08,  3.14s/it]
Train | Ep [271/1000] Step [545/1000] LR [0.00028] Loss 59.62217 :  27%|██▋       | 271/1000 [14:54<38:08,  3.14s/it]
Train | Ep [271/1000] Step [545/1000] LR [0.00028] Loss 59.62217 :  27%|██▋       | 272/1000 [14:54<38:04,  3.14s/it]
Train | Ep [272/1000] Step [547/1000] LR [0.00028] Loss 59.74622 :  27%|██▋       | 272/1000 [14:57<38:04,  3.14s/it]
Train | Ep [272/1000] Step [547/1000] LR [0.00028] Loss 59.74622 :  27%|██▋       | 273/1000 [14:57<38:00,  3.14s/it]
Train | Ep [273/1000] Step [549/1000] LR [0.00027] Loss 60.79088 :  27%|██▋       | 273/1000 [15:00<38:00,  3.14s/it]
Train | Ep [273/1000] Step [549/1000] LR [0.00027] Loss 60.79088 :  27%|██▋       | 274/1000 [15:00<37:54,  3.13s/it]
Train | Ep [274/1000] Step [551/1000] LR [0.00027] Loss 59.29480 :  27%|██▋       | 274/1000 [15:03<37:54,  3.13s/it]
Train | Ep [274/1000] Step [551/1000] LR [0.00027] Loss 59.29480 :  28%|██▊       | 275/1000 [15:03<37:52,  3.14s/it]
Train | Ep [275/1000] Step [553/1000] LR [0.00027] Loss 59.61172 :  28%|██▊       | 275/1000 [15:06<37:52,  3.14s/it]
Train | Ep [275/1000] Step [553/1000] LR [0.00027] Loss 59.61172 :  28%|██▊       | 276/1000 [15:06<37:51,  3.14s/it]
Train | Ep [276/1000] Step [555/1000] LR [0.00027] Loss 59.38283 :  28%|██▊       | 276/1000 [15:09<37:51,  3.14s/it]
Train | Ep [276/1000] Step [555/1000] LR [0.00027] Loss 59.38283 :  28%|██▊       | 277/1000 [15:09<37:47,  3.14s/it]
Train | Ep [277/1000] Step [557/1000] LR [0.00027] Loss 59.02739 :  28%|██▊       | 277/1000 [15:12<37:47,  3.14s/it]
Train | Ep [277/1000] Step [557/1000] LR [0.00027] Loss 59.02739 :  28%|██▊       | 278/1000 [15:12<37:42,  3.13s/it]
Train | Ep [278/1000] Step [559/1000] LR [0.00027] Loss 59.20970 :  28%|██▊       | 278/1000 [15:16<37:42,  3.13s/it]
Train | Ep [278/1000] Step [559/1000] LR [0.00027] Loss 59.20970 :  28%|██▊       | 279/1000 [15:16<37:37,  3.13s/it]
Train | Ep [279/1000] Step [561/1000] LR [0.00026] Loss 59.89108 :  28%|██▊       | 279/1000 [15:19<37:37,  3.13s/it]
Train | Ep [279/1000] Step [561/1000] LR [0.00026] Loss 59.89108 :  28%|██▊       | 280/1000 [15:19<37:34,  3.13s/it]
Train | Ep [280/1000] Step [563/1000] LR [0.00026] Loss 58.83186 :  28%|██▊       | 280/1000 [15:22<37:34,  3.13s/it]
Train | Ep [280/1000] Step [563/1000] LR [0.00026] Loss 58.83186 :  28%|██▊       | 281/1000 [15:22<37:30,  3.13s/it]
Train | Ep [281/1000] Step [565/1000] LR [0.00026] Loss 58.74065 :  28%|██▊       | 281/1000 [15:25<37:30,  3.13s/it]
Train | Ep [281/1000] Step [565/1000] LR [0.00026] Loss 58.74065 :  28%|██▊       | 282/1000 [15:25<37:26,  3.13s/it]
Train | Ep [282/1000] Step [567/1000] LR [0.00026] Loss 58.63803 :  28%|██▊       | 282/1000 [15:28<37:26,  3.13s/it]
Train | Ep [282/1000] Step [567/1000] LR [0.00026] Loss 58.63803 :  28%|██▊       | 283/1000 [15:28<37:23,  3.13s/it]
Train | Ep [283/1000] Step [569/1000] LR [0.00026] Loss 58.97036 :  28%|██▊       | 283/1000 [15:31<37:23,  3.13s/it]
Train | Ep [283/1000] Step [569/1000] LR [0.00026] Loss 58.97036 :  28%|██▊       | 284/1000 [15:31<37:21,  3.13s/it]
Train | Ep [284/1000] Step [571/1000] LR [0.00025] Loss 59.05940 :  28%|██▊       | 284/1000 [15:34<37:21,  3.13s/it]
Train | Ep [284/1000] Step [571/1000] LR [0.00025] Loss 59.05940 :  28%|██▊       | 285/1000 [15:34<37:20,  3.13s/it]
Train | Ep [285/1000] Step [573/1000] LR [0.00025] Loss 58.67369 :  28%|██▊       | 285/1000 [15:38<37:20,  3.13s/it]
Train | Ep [285/1000] Step [573/1000] LR [0.00025] Loss 58.67369 :  29%|██▊       | 286/1000 [15:38<37:17,  3.13s/it]
Train | Ep [286/1000] Step [575/1000] LR [0.00025] Loss 58.73044 :  29%|██▊       | 286/1000 [15:41<37:17,  3.13s/it]
Train | Ep [286/1000] Step [575/1000] LR [0.00025] Loss 58.73044 :  29%|██▊       | 287/1000 [15:41<37:15,  3.14s/it]
Train | Ep [287/1000] Step [577/1000] LR [0.00025] Loss 58.80256 :  29%|██▊       | 287/1000 [15:44<37:15,  3.14s/it]
Train | Ep [287/1000] Step [577/1000] LR [0.00025] Loss 58.80256 :  29%|██▉       | 288/1000 [15:44<37:10,  3.13s/it]
Train | Ep [288/1000] Step [579/1000] LR [0.00025] Loss 58.64582 :  29%|██▉       | 288/1000 [15:47<37:10,  3.13s/it]
Train | Ep [288/1000] Step [579/1000] LR [0.00025] Loss 58.64582 :  29%|██▉       | 289/1000 [15:47<37:08,  3.13s/it]
Train | Ep [289/1000] Step [581/1000] LR [0.00025] Loss 58.51381 :  29%|██▉       | 289/1000 [15:50<37:08,  3.13s/it]
Train | Ep [289/1000] Step [581/1000] LR [0.00025] Loss 58.51381 :  29%|██▉       | 290/1000 [15:50<37:06,  3.14s/it]
Train | Ep [290/1000] Step [583/1000] LR [0.00024] Loss 58.57836 :  29%|██▉       | 290/1000 [15:53<37:06,  3.14s/it]
Train | Ep [290/1000] Step [583/1000] LR [0.00024] Loss 58.57836 :  29%|██▉       | 291/1000 [15:53<37:03,  3.14s/it]
Train | Ep [291/1000] Step [585/1000] LR [0.00024] Loss 58.48964 :  29%|██▉       | 291/1000 [15:56<37:03,  3.14s/it]
Train | Ep [291/1000] Step [585/1000] LR [0.00024] Loss 58.48964 :  29%|██▉       | 292/1000 [15:56<36:59,  3.13s/it]
Train | Ep [292/1000] Step [587/1000] LR [0.00024] Loss 58.36390 :  29%|██▉       | 292/1000 [15:59<36:59,  3.13s/it]
Train | Ep [292/1000] Step [587/1000] LR [0.00024] Loss 58.36390 :  29%|██▉       | 293/1000 [15:59<36:55,  3.13s/it]
Train | Ep [293/1000] Step [589/1000] LR [0.00024] Loss 58.30599 :  29%|██▉       | 293/1000 [16:03<36:55,  3.13s/it]
Train | Ep [293/1000] Step [589/1000] LR [0.00024] Loss 58.30599 :  29%|██▉       | 294/1000 [16:03<36:50,  3.13s/it]
Train | Ep [294/1000] Step [591/1000] LR [0.00024] Loss 58.32269 :  29%|██▉       | 294/1000 [16:06<36:50,  3.13s/it]
Train | Ep [294/1000] Step [591/1000] LR [0.00024] Loss 58.32269 :  30%|██▉       | 295/1000 [16:06<36:47,  3.13s/it]
Train | Ep [295/1000] Step [593/1000] LR [0.00023] Loss 58.26584 :  30%|██▉       | 295/1000 [16:09<36:47,  3.13s/it]
Train | Ep [295/1000] Step [593/1000] LR [0.00023] Loss 58.26584 :  30%|██▉       | 296/1000 [16:09<36:45,  3.13s/it]
Train | Ep [296/1000] Step [595/1000] LR [0.00023] Loss 58.06396 :  30%|██▉       | 296/1000 [16:12<36:45,  3.13s/it]
Train | Ep [296/1000] Step [595/1000] LR [0.00023] Loss 58.06396 :  30%|██▉       | 297/1000 [16:12<36:42,  3.13s/it]
Train | Ep [297/1000] Step [597/1000] LR [0.00023] Loss 58.07151 :  30%|██▉       | 297/1000 [16:15<36:42,  3.13s/it]
Train | Ep [297/1000] Step [597/1000] LR [0.00023] Loss 58.07151 :  30%|██▉       | 298/1000 [16:15<36:40,  3.14s/it]
Train | Ep [298/1000] Step [599/1000] LR [0.00023] Loss 58.11422 :  30%|██▉       | 298/1000 [16:18<36:40,  3.14s/it]
Train | Ep [298/1000] Step [599/1000] LR [0.00023] Loss 58.11422 :  30%|██▉       | 299/1000 [16:18<36:37,  3.14s/it]
Train | Ep [299/1000] Step [601/1000] LR [0.00023] Loss 57.96518 :  30%|██▉       | 299/1000 [16:21<36:37,  3.14s/it]INFO - 11/25/25 02:09:06 - 0:16:28 - Ep 299 | l2r: acc of top [1, 10, 50] = [0.537  0.7775 0.8659], mr = 72.310, mrr = 0.621, Loss = 57.9652

INFO - 11/25/25 02:09:06 - 0:16:28 - Ep 299 | r2l: acc of top [1, 10, 50] = [0.5389 0.7782 0.8698], mr = 71.250, mrr = 0.624, Loss = 57.9652


Train | Ep [299/1000] Step [601/1000] LR [0.00023] Loss 57.96518 :  30%|███       | 300/1000 [16:23<43:03,  3.69s/it]
Train | Ep [300/1000] Step [603/1000] LR [0.00023] Loss 57.90977 :  30%|███       | 300/1000 [16:26<43:03,  3.69s/it]
Train | Ep [300/1000] Step [603/1000] LR [0.00023] Loss 57.90977 :  30%|███       | 301/1000 [16:26<41:02,  3.52s/it]
Train | Ep [301/1000] Step [605/1000] LR [0.00022] Loss 57.97854 :  30%|███       | 301/1000 [16:30<41:02,  3.52s/it]
Train | Ep [301/1000] Step [605/1000] LR [0.00022] Loss 57.97854 :  30%|███       | 302/1000 [16:30<39:37,  3.41s/it]
Train | Ep [302/1000] Step [607/1000] LR [0.00022] Loss 57.85811 :  30%|███       | 302/1000 [16:33<39:37,  3.41s/it]
Train | Ep [302/1000] Step [607/1000] LR [0.00022] Loss 57.85811 :  30%|███       | 303/1000 [16:33<38:36,  3.32s/it]
Train | Ep [303/1000] Step [609/1000] LR [0.00022] Loss 57.69397 :  30%|███       | 303/1000 [16:36<38:36,  3.32s/it]
Train | Ep [303/1000] Step [609/1000] LR [0.00022] Loss 57.69397 :  30%|███       | 304/1000 [16:36<37:52,  3.26s/it]
Train | Ep [304/1000] Step [611/1000] LR [0.00022] Loss 57.81320 :  30%|███       | 304/1000 [16:39<37:52,  3.26s/it]
Train | Ep [304/1000] Step [611/1000] LR [0.00022] Loss 57.81320 :  30%|███       | 305/1000 [16:39<37:20,  3.22s/it]
Train | Ep [305/1000] Step [613/1000] LR [0.00022] Loss 57.75711 :  30%|███       | 305/1000 [16:42<37:20,  3.22s/it]
Train | Ep [305/1000] Step [613/1000] LR [0.00022] Loss 57.75711 :  31%|███       | 306/1000 [16:42<37:01,  3.20s/it]
Train | Ep [306/1000] Step [615/1000] LR [0.00021] Loss 57.55552 :  31%|███       | 306/1000 [16:45<37:01,  3.20s/it]
Train | Ep [306/1000] Step [615/1000] LR [0.00021] Loss 57.55552 :  31%|███       | 307/1000 [16:45<36:43,  3.18s/it]
Train | Ep [307/1000] Step [617/1000] LR [0.00021] Loss 57.58090 :  31%|███       | 307/1000 [16:48<36:43,  3.18s/it]
Train | Ep [307/1000] Step [617/1000] LR [0.00021] Loss 57.58090 :  31%|███       | 308/1000 [16:48<36:32,  3.17s/it]
Train | Ep [308/1000] Step [619/1000] LR [0.00021] Loss 57.72331 :  31%|███       | 308/1000 [16:51<36:32,  3.17s/it]
Train | Ep [308/1000] Step [619/1000] LR [0.00021] Loss 57.72331 :  31%|███       | 309/1000 [16:51<36:22,  3.16s/it]
Train | Ep [309/1000] Step [621/1000] LR [0.00021] Loss 57.81059 :  31%|███       | 309/1000 [16:55<36:22,  3.16s/it]
Train | Ep [309/1000] Step [621/1000] LR [0.00021] Loss 57.81059 :  31%|███       | 310/1000 [16:55<36:13,  3.15s/it]
Train | Ep [310/1000] Step [623/1000] LR [0.00021] Loss 58.38555 :  31%|███       | 310/1000 [16:58<36:13,  3.15s/it]
Train | Ep [310/1000] Step [623/1000] LR [0.00021] Loss 58.38555 :  31%|███       | 311/1000 [16:58<36:08,  3.15s/it]
Train | Ep [311/1000] Step [625/1000] LR [0.00020] Loss 57.42168 :  31%|███       | 311/1000 [17:01<36:08,  3.15s/it]
Train | Ep [311/1000] Step [625/1000] LR [0.00020] Loss 57.42168 :  31%|███       | 312/1000 [17:01<36:02,  3.14s/it]
Train | Ep [312/1000] Step [627/1000] LR [0.00020] Loss 57.48373 :  31%|███       | 312/1000 [17:04<36:02,  3.14s/it]
Train | Ep [312/1000] Step [627/1000] LR [0.00020] Loss 57.48373 :  31%|███▏      | 313/1000 [17:04<35:56,  3.14s/it]
Train | Ep [313/1000] Step [629/1000] LR [0.00020] Loss 57.53586 :  31%|███▏      | 313/1000 [17:07<35:56,  3.14s/it]
Train | Ep [313/1000] Step [629/1000] LR [0.00020] Loss 57.53586 :  31%|███▏      | 314/1000 [17:07<35:53,  3.14s/it]
Train | Ep [314/1000] Step [631/1000] LR [0.00020] Loss 57.27740 :  31%|███▏      | 314/1000 [17:10<35:53,  3.14s/it]
Train | Ep [314/1000] Step [631/1000] LR [0.00020] Loss 57.27740 :  32%|███▏      | 315/1000 [17:10<35:48,  3.14s/it]
Train | Ep [315/1000] Step [633/1000] LR [0.00020] Loss 57.37476 :  32%|███▏      | 315/1000 [17:13<35:48,  3.14s/it]
Train | Ep [315/1000] Step [633/1000] LR [0.00020] Loss 57.37476 :  32%|███▏      | 316/1000 [17:13<35:44,  3.14s/it]
Train | Ep [316/1000] Step [635/1000] LR [0.00020] Loss 57.91586 :  32%|███▏      | 316/1000 [17:17<35:44,  3.14s/it]
Train | Ep [316/1000] Step [635/1000] LR [0.00020] Loss 57.91586 :  32%|███▏      | 317/1000 [17:17<35:41,  3.14s/it]
Train | Ep [317/1000] Step [637/1000] LR [0.00019] Loss 57.31359 :  32%|███▏      | 317/1000 [17:20<35:41,  3.14s/it]
Train | Ep [317/1000] Step [637/1000] LR [0.00019] Loss 57.31359 :  32%|███▏      | 318/1000 [17:20<35:38,  3.14s/it]
Train | Ep [318/1000] Step [639/1000] LR [0.00019] Loss 57.16318 :  32%|███▏      | 318/1000 [17:23<35:38,  3.14s/it]
Train | Ep [318/1000] Step [639/1000] LR [0.00019] Loss 57.16318 :  32%|███▏      | 319/1000 [17:23<35:35,  3.14s/it]
Train | Ep [319/1000] Step [641/1000] LR [0.00019] Loss 57.54963 :  32%|███▏      | 319/1000 [17:26<35:35,  3.14s/it]
Train | Ep [319/1000] Step [641/1000] LR [0.00019] Loss 57.54963 :  32%|███▏      | 320/1000 [17:26<35:31,  3.13s/it]
Train | Ep [320/1000] Step [643/1000] LR [0.00019] Loss 57.41312 :  32%|███▏      | 320/1000 [17:29<35:31,  3.13s/it]
Train | Ep [320/1000] Step [643/1000] LR [0.00019] Loss 57.41312 :  32%|███▏      | 321/1000 [17:29<35:28,  3.13s/it]
Train | Ep [321/1000] Step [645/1000] LR [0.00019] Loss 57.18728 :  32%|███▏      | 321/1000 [17:32<35:28,  3.13s/it]
Train | Ep [321/1000] Step [645/1000] LR [0.00019] Loss 57.18728 :  32%|███▏      | 322/1000 [17:32<35:27,  3.14s/it]
Train | Ep [322/1000] Step [647/1000] LR [0.00019] Loss 57.26525 :  32%|███▏      | 322/1000 [17:35<35:27,  3.14s/it]
Train | Ep [322/1000] Step [647/1000] LR [0.00019] Loss 57.26525 :  32%|███▏      | 323/1000 [17:35<35:23,  3.14s/it]
Train | Ep [323/1000] Step [649/1000] LR [0.00018] Loss 57.14051 :  32%|███▏      | 323/1000 [17:38<35:23,  3.14s/it]
Train | Ep [323/1000] Step [649/1000] LR [0.00018] Loss 57.14051 :  32%|███▏      | 324/1000 [17:38<35:20,  3.14s/it]
Train | Ep [324/1000] Step [651/1000] LR [0.00018] Loss 57.02130 :  32%|███▏      | 324/1000 [17:42<35:20,  3.14s/it]
Train | Ep [324/1000] Step [651/1000] LR [0.00018] Loss 57.02130 :  32%|███▎      | 325/1000 [17:42<35:16,  3.14s/it]
Train | Ep [325/1000] Step [653/1000] LR [0.00018] Loss 56.91259 :  32%|███▎      | 325/1000 [17:45<35:16,  3.14s/it]
Train | Ep [325/1000] Step [653/1000] LR [0.00018] Loss 56.91259 :  33%|███▎      | 326/1000 [17:45<35:13,  3.14s/it]
Train | Ep [326/1000] Step [655/1000] LR [0.00018] Loss 57.13576 :  33%|███▎      | 326/1000 [17:48<35:13,  3.14s/it]
Train | Ep [326/1000] Step [655/1000] LR [0.00018] Loss 57.13576 :  33%|███▎      | 327/1000 [17:48<35:10,  3.14s/it]
Train | Ep [327/1000] Step [657/1000] LR [0.00018] Loss 56.81798 :  33%|███▎      | 327/1000 [17:51<35:10,  3.14s/it]
Train | Ep [327/1000] Step [657/1000] LR [0.00018] Loss 56.81798 :  33%|███▎      | 328/1000 [17:51<35:05,  3.13s/it]
Train | Ep [328/1000] Step [659/1000] LR [0.00017] Loss 56.93377 :  33%|███▎      | 328/1000 [17:54<35:05,  3.13s/it]
Train | Ep [328/1000] Step [659/1000] LR [0.00017] Loss 56.93377 :  33%|███▎      | 329/1000 [17:54<35:04,  3.14s/it]
Train | Ep [329/1000] Step [661/1000] LR [0.00017] Loss 56.89063 :  33%|███▎      | 329/1000 [17:57<35:04,  3.14s/it]
Train | Ep [329/1000] Step [661/1000] LR [0.00017] Loss 56.89063 :  33%|███▎      | 330/1000 [17:57<35:03,  3.14s/it]
Train | Ep [330/1000] Step [663/1000] LR [0.00017] Loss 56.68680 :  33%|███▎      | 330/1000 [18:00<35:03,  3.14s/it]
Train | Ep [330/1000] Step [663/1000] LR [0.00017] Loss 56.68680 :  33%|███▎      | 331/1000 [18:00<34:58,  3.14s/it]
Train | Ep [331/1000] Step [665/1000] LR [0.00017] Loss 56.70794 :  33%|███▎      | 331/1000 [18:04<34:58,  3.14s/it]
Train | Ep [331/1000] Step [665/1000] LR [0.00017] Loss 56.70794 :  33%|███▎      | 332/1000 [18:04<34:55,  3.14s/it]
Train | Ep [332/1000] Step [667/1000] LR [0.00017] Loss 57.32644 :  33%|███▎      | 332/1000 [18:07<34:55,  3.14s/it]
Train | Ep [332/1000] Step [667/1000] LR [0.00017] Loss 57.32644 :  33%|███▎      | 333/1000 [18:07<34:53,  3.14s/it]
Train | Ep [333/1000] Step [669/1000] LR [0.00017] Loss 56.81689 :  33%|███▎      | 333/1000 [18:10<34:53,  3.14s/it]
Train | Ep [333/1000] Step [669/1000] LR [0.00017] Loss 56.81689 :  33%|███▎      | 334/1000 [18:10<34:48,  3.14s/it]
Train | Ep [334/1000] Step [671/1000] LR [0.00016] Loss 56.94286 :  33%|███▎      | 334/1000 [18:13<34:48,  3.14s/it]
Train | Ep [334/1000] Step [671/1000] LR [0.00016] Loss 56.94286 :  34%|███▎      | 335/1000 [18:13<34:44,  3.13s/it]
Train | Ep [335/1000] Step [673/1000] LR [0.00016] Loss 56.85161 :  34%|███▎      | 335/1000 [18:16<34:44,  3.13s/it]
Train | Ep [335/1000] Step [673/1000] LR [0.00016] Loss 56.85161 :  34%|███▎      | 336/1000 [18:16<34:40,  3.13s/it]
Train | Ep [336/1000] Step [675/1000] LR [0.00016] Loss 56.68622 :  34%|███▎      | 336/1000 [18:19<34:40,  3.13s/it]
Train | Ep [336/1000] Step [675/1000] LR [0.00016] Loss 56.68622 :  34%|███▎      | 337/1000 [18:19<34:37,  3.13s/it]
Train | Ep [337/1000] Step [677/1000] LR [0.00016] Loss 56.48890 :  34%|███▎      | 337/1000 [18:22<34:37,  3.13s/it]
Train | Ep [337/1000] Step [677/1000] LR [0.00016] Loss 56.48890 :  34%|███▍      | 338/1000 [18:22<34:34,  3.13s/it]
Train | Ep [338/1000] Step [679/1000] LR [0.00016] Loss 56.97629 :  34%|███▍      | 338/1000 [18:26<34:34,  3.13s/it]
Train | Ep [338/1000] Step [679/1000] LR [0.00016] Loss 56.97629 :  34%|███▍      | 339/1000 [18:26<34:30,  3.13s/it]
Train | Ep [339/1000] Step [681/1000] LR [0.00016] Loss 56.75718 :  34%|███▍      | 339/1000 [18:29<34:30,  3.13s/it]
Train | Ep [339/1000] Step [681/1000] LR [0.00016] Loss 56.75718 :  34%|███▍      | 340/1000 [18:29<34:27,  3.13s/it]
Train | Ep [340/1000] Step [683/1000] LR [0.00015] Loss 56.54230 :  34%|███▍      | 340/1000 [18:32<34:27,  3.13s/it]
Train | Ep [340/1000] Step [683/1000] LR [0.00015] Loss 56.54230 :  34%|███▍      | 341/1000 [18:32<34:24,  3.13s/it]
Train | Ep [341/1000] Step [685/1000] LR [0.00015] Loss 56.68901 :  34%|███▍      | 341/1000 [18:35<34:24,  3.13s/it]
Train | Ep [341/1000] Step [685/1000] LR [0.00015] Loss 56.68901 :  34%|███▍      | 342/1000 [18:35<34:22,  3.13s/it]
Train | Ep [342/1000] Step [687/1000] LR [0.00015] Loss 57.17125 :  34%|███▍      | 342/1000 [18:38<34:22,  3.13s/it]
Train | Ep [342/1000] Step [687/1000] LR [0.00015] Loss 57.17125 :  34%|███▍      | 343/1000 [18:38<34:21,  3.14s/it]
Train | Ep [343/1000] Step [689/1000] LR [0.00015] Loss 56.45485 :  34%|███▍      | 343/1000 [18:41<34:21,  3.14s/it]
Train | Ep [343/1000] Step [689/1000] LR [0.00015] Loss 56.45485 :  34%|███▍      | 344/1000 [18:41<34:15,  3.13s/it]
Train | Ep [344/1000] Step [691/1000] LR [0.00015] Loss 56.30519 :  34%|███▍      | 344/1000 [18:44<34:15,  3.13s/it]
Train | Ep [344/1000] Step [691/1000] LR [0.00015] Loss 56.30519 :  34%|███▍      | 345/1000 [18:44<34:13,  3.14s/it]
Train | Ep [345/1000] Step [693/1000] LR [0.00015] Loss 56.79978 :  34%|███▍      | 345/1000 [18:47<34:13,  3.14s/it]
Train | Ep [345/1000] Step [693/1000] LR [0.00015] Loss 56.79978 :  35%|███▍      | 346/1000 [18:47<34:08,  3.13s/it]
Train | Ep [346/1000] Step [695/1000] LR [0.00014] Loss 56.37739 :  35%|███▍      | 346/1000 [18:51<34:08,  3.13s/it]
Train | Ep [346/1000] Step [695/1000] LR [0.00014] Loss 56.37739 :  35%|███▍      | 347/1000 [18:51<34:05,  3.13s/it]
Train | Ep [347/1000] Step [697/1000] LR [0.00014] Loss 56.50056 :  35%|███▍      | 347/1000 [18:54<34:05,  3.13s/it]
Train | Ep [347/1000] Step [697/1000] LR [0.00014] Loss 56.50056 :  35%|███▍      | 348/1000 [18:54<34:01,  3.13s/it]
Train | Ep [348/1000] Step [699/1000] LR [0.00014] Loss 56.57744 :  35%|███▍      | 348/1000 [18:57<34:01,  3.13s/it]
